"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","warning","Here","/package/js/tests/phantom.js","11","54","11","65"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution.","warning","Here","/package/js/tests/phantom.js","19","44","19","56"
