Package,File Name,CWE,Vulnerability,Line #
depot-0.1.6,package/specs/vendor/chai.js,94,TRUE,2333
jade-1.11.0,package/bin/jade.js,94,TRUE,78
prototype-0.0.5,package/lib/String.js,94,TRUE,100
prototype-0.0.5,package/lib/String.js,94,TRUE,201
static-eval-2.0.5,package/index.js,94,TRUE,176
eslint-utils-1.2.0,package/index.js,94,TRUE,633
